成品代號,成品名稱
109LB008,(量)PREMIUM無調味．特大腰果85gX10包
109LB010,KING蜂蜜腰果140gX10包
109LD006,(量)KING夏威夷纖果73gX10包
109LD007,KING夏威夷纖果140gX10包
109LD008,KING夏威夷豆90gX10包
109LF002,(堅果谷)莓好綜合果550gX10包
109LF003,(堅果谷)無調味綜合果550gX10包
109LF019,無調味綜合果(2022年版)140gX10包
109LF020,無調味綜合果(2022年版)90gX10包
109LF037,(量)PREMIUM無調味．特大五堅果77gX10包
109LF045,KING無調味綜合堅果140gX10包
109LF046,(量)KING無調味綜合堅果73gX10包
109PE001,蔥蒜花生100gX10包
109PE002B,蔥蒜花生(量販版)100gX10包
109PE003,蔥蒜花生(家樂福版)100gX10包
109PF002,薄鹽花生100gX10包
409AU006,無調味綜合果3斤(1.8kg)X6包
409AU007,綜合纖果3斤(1.8kg)X6包
809AM007,(外)蒜味蠶豆酥250gX10包
809AN022,(外)腰果120gX10包
809AN023,(外)杏仁果120gX10包
809CU005,(外)KING杏仁小魚135gX10包
809PE001,(外)蔥蒜花生100gX10包
809PF002,(外)薄鹽花生100gX10包
110AK038,(立紙袋)甘草瓜子180gX10包
110AK038Z,(立紙袋)甘草瓜子Z-180gX10包
110AK039,(立紙袋)甘草瓜子180gX6包X6盒
110AK040,香級甘草瓜子410gX10包
110AK043,(軍)(立紙袋)甘草瓜子270gX10包
110AK050,特級甘草瓜子(2025年版)180gX10包
110AL020,(立紙袋)醬油瓜子180gX10包
110AL024,特級醬油瓜子(2025年版)180gX10包
410AK001,甘草瓜子5斤X4包
710AK004,(益果)甘草瓜子200gX20包
710AK005,(萬平)甘草瓜子300gX20包
710AL005,(萬平)醬油瓜子300gX20包
810AK031,(外)(立紙袋)甘草瓜子(糖精版)180gX10包
810AK032,(外)(立紙袋)甘草瓜子(糖精版)180gX20包
810AK032C,(外)(立紙袋)甘草瓜子(蔗糖版)180gX20包
810AK037,(外)(立紙袋)甘草瓜子(糖精版;大陸繁體)180gX20包
810AL027,(外)(立紙袋)醬油瓜子(糖精版)180gX10包
810AL028,(外)(立紙袋)醬油瓜子(糖精版)180gX20包
810AL028C,(外)(立紙袋)醬油瓜子(蔗糖版)180gX20包
810AL030,(外)(立紙袋)醬油瓜子(糖精版;大陸繁體)180gX20包
111AN020,(立紙袋)南瓜子150gX10包
111AN020Z,(立紙袋)南瓜子Z-150gX10包
111AN022,南瓜子330gX10包
111AN026A,鹽烤南瓜籽仁(全聯新條碼版)135gX10包
111AN033,南瓜籽仁115gX10包
111AN034,特級南瓜子(2025年版)150gX10包
111AP017,(立紙袋)綠茶南瓜子130gX10包
111AP024,特級綠茶南瓜子(2025年版)130gX10包
411AN001,南瓜子(糖精版)5斤X4包
711AN003,(益果)南瓜子180gX20包
711AP001,(益果)綠茶南瓜子 150g X 20包入
811AN018,(外)(立紙袋)南瓜子(糖精版)150gX10包
811AN018A,(外)(立紙袋)南瓜子(蔗糖版)150gX10包
811AN019,(外)(立紙袋)南瓜子(糖精版)150gX20包
811AN019C,(外)(立紙袋)南瓜子(蔗糖素版)150gX20包
811AN022,(外)鹽烤南瓜籽仁135gX10包
811AN032,(外)(立紙袋)南瓜子(糖精版+大陸繁體版)150gX20包
811AP021,(外)(立紙袋)綠茶南瓜子130gX10包
811AP022,(外)(立紙袋)綠茶南瓜子(AK糖版)130gX20包
811AP022B,(外)(立紙袋)綠茶南瓜子(蔗糖素版)130gX20包
811AP026,(外)(立紙袋)綠茶南瓜子(AK糖版+大陸繁體版)130gX20包
112AN032,開心果100gX10包
112AN032Z,開心果Z-100gX10包
112AN034,開心果(隨手包)120gX10包
112AN043,KING開心果140gX10包
412AN001,開心果5斤X4包
812AN013,(外)(立紙袋)開心果150gX10包
113AM001,蠶豆酥(泰式草本風味)230gX10包
113DA002,鹹蛋黃葵瓜子仁110gX10包
709BR020,(PARADISE GREEN)蒜片青豆280gX12包
813DA002,(外)鹹蛋黃葵瓜子仁110gX10包
115AH012,香瓜子210gX10包
115AH013,(軍)香瓜子250gX20包(新條碼)
115AH020,特級香瓜子(2025年版)190gX10包
115AH020Z,特級香瓜子(2025年版)Z 190gX10包
115AN002A,豐葵香瓜子-鹽炒原味165gX20包
115AN005,豐葵香瓜子-全天然原味110gX10包
115AN007,豐葵香瓜子-海鹽220gX10包
115AN008,霸豐葵海鹽香瓜子200gX10包
115AN009,豐葵香瓜子-海鹽150gX10包
115AP001,豐葵香瓜子-台灣烏龍茶220gX10包
115BG002,豐葵香瓜子-日月潭紅茶風味225gX20包
115BS001,豐葵香瓜子-桂圓紅棗風味180gX20包
115BS002,豐葵香瓜子-桂圓紅棗風味150gX10包
115BS004,豐葵香瓜子-桂圓紅棗風味220gX10包
115CF001,(魷魚遊戲2)豐葵香瓜子松露口味160gX10包
115CJ002A,豐葵香瓜子-焦糖風味(價格標)150gX10包
115CJ002Z,豐葵香瓜子-焦糖風味(價格標)Z-150gX10包
115CJ004,豐葵香瓜子-焦糖風味220gX10包
115CJ006,豐葵香瓜子-焦糖風味180gX20包
115CJ011,霸豐葵阿嬤滷味風味香瓜子-200gX10包
115CJ012,霸豐葵香瓜子-焦糖風味110gX10包
415AH001,香瓜子5斤X4包
415AN001,豐葵-海鹽香瓜子5斤X4包
415BG001,豐葵香瓜子-日月潭紅茶風味5斤X4包
415BS001,豐葵香瓜子(桂圓紅棗風味)5斤(3kg)X4包
415CJ002,焦糖香瓜子5斤X4包
815AH009,(外)香瓜子(糖精版)210gX10包
815AH009B,(外)香瓜子(蔗糖素版)210gX10包
815AH010,(外)香瓜子(糖精版)210gX20包
815AH010B,(外)香瓜子(蔗糖素版)210gX20包
815AN001,(外)霸豐葵海鹽香瓜子200gX10包
815AN002,(外)豐葵香瓜子-海鹽150gX10包
815BS001,(外)豐葵香瓜子-桂圓紅棗風味150gX20包
815BS002,(外)豐葵香瓜子-桂圓紅棗風味150gX10包
815CJ001,(外)焦糖味香瓜子(大陸繁體版)150gX20包
815CJ002,(外)豐葵香瓜子-焦糖風味150gX10包
815CJ003,(外)豐葵香瓜子-焦糖風味150gX20包
117AU003,自然果園-綜合(葡萄乾+蔓越莓)130gX10包
913AU019A,(半)鹹蛋黃葵瓜子仁110g/包(以包計)
913AU019B,(半)蔥蒜花生100g/包(以包計)
