品號,品名,中類名稱,貨品規格,庫位
126AU033,DR.Q雙味零卡蒟蒻(荔枝風味+芭樂風味)380gX10包,袋裝果凍Dr.Q,果一組包裝日,C16
126AU034,DR.Q零卡蒟蒻(白桃+草莓)風味果凍420gX10包,袋裝果凍Dr.Q,果一組包裝日,C17
126AW004A,DR.Q水蜜桃蒟蒻190gX10包,袋裝果凍Dr.Q,果一組包裝日,C18
126AX002,DR.Q百香果蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C19
126AY001,DR.Q葡萄蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C20
126AY010,DR.Q葡萄蒟蒻190gX10包,袋裝果凍Dr.Q,果一組包裝日,C21
126BV001,DR.Q蜂蜜梅子蒟蒻228gX10包,袋裝果凍Dr.Q,果一組包裝日,C22
426AA001,DR.Q草莓蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C23
426AR001,DR.Q荔枝蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C24
426AR002,DR.Q荔枝蒟蒻(哆啦A夢版)3kgX2包,袋裝果凍Dr.Q,果一組包裝日,C25
426AT001,DR.Q芒果蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C26
426AX001,DR.Q百香果蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C27
426AY001,DR.Q葡萄蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C28
426AY002,DR.Q麝香白葡萄蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C29
426AY003,DR.Q葡萄蒟蒻(哆啦A夢版)3kgX2包,袋裝果凍Dr.Q,果一組包裝日,C30
426BQ001,DR.Q蘋果蒟蒻6kg/箱(10台斤),袋裝果凍Dr.Q,果一組包裝日,C31
826AA001,(外)DR.Q草莓蒟蒻265gX20包,袋裝果凍Dr.Q,果一組包裝日,C32
826AA006,(外)DR.Q草莓蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C33
826AR001,(外)DR.Q荔枝蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C34
826AR002,(外)DR.Q荔枝蒟蒻265gX20包,袋裝果凍Dr.Q,果一組包裝日,C35
826AR002A,(外)DR.Q荔枝蒟蒻(簡體版)265gX20包,袋裝果凍Dr.Q,果一組包裝日,C36
826AR003,(外)DR.Q荔枝蒟蒻散裝(大陸簡體版)6kg/箱(3kgX2包),袋裝果凍Dr.Q,果一組包裝日,C37
826AR005,(外)DR.Q荔枝蒟蒻190gX10包,袋裝果凍Dr.Q,果一組包裝日,C38
826AT001,(外)DR.Q芒果蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C39
826AT002,(外)DR.Q芒果蒟蒻265gX20包,袋裝果凍Dr.Q,果一組包裝日,C40
826AT002A,(外)DR.Q芒果蒟蒻(簡體版)265gX20包,袋裝果凍Dr.Q,果一組包裝日,C41
826AT003,(外)DR.Q芒果蒟蒻散裝(大陸簡體版)6kg/箱(3kgX2包),袋裝果凍Dr.Q,果一組包裝日,C42
826AU009,(外)DR.Q雙味蒟蒻(葡萄+荔枝)(大陸Costco版)1860gX6桶,袋裝果凍Dr.Q,果一組包裝日,C43
826AU013,(外)DR.Q雙味蒟蒻(水蜜桃+白葡萄)420gX10包,袋裝果凍Dr.Q,果一組包裝日,C44
826AU025,(外)DR.Q雙味蒟蒻(哈密瓜+蘋果)420gX10包,袋裝果凍Dr.Q,果一組包裝日,C45
826AW002,(外)DR.Q水蜜桃蒟蒻(繁體外袋+簡體內袋)210gX20包,袋裝果凍Dr.Q,果一組包裝日,C46
826AW007,(外)DR.Q水蜜桃蒟蒻190gX10包,袋裝果凍Dr.Q,果一組包裝日,C47
826AX001,(外)DR.Q百香果蒟蒻(大陸簡體版)3kgX2袋,袋裝果凍Dr.Q,果一組包裝日,C48
826AX002,(外)DR.Q百香果蒟蒻(繁體外袋+簡體內袋)210gX20包,袋裝果凍Dr.Q,果一組包裝日,C49
826AX005,(外)DR.Q百香果蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C50
826AX006,(外)DR.Q百香果蒟蒻265gX20包,袋裝果凍Dr.Q,果一組包裝日,C51
826AX006A,(外)DR.Q百香果蒟蒻(簡體版)265gX20包,袋裝果凍Dr.Q,果一組包裝日,C52
826AY001,(外)DR.Q葡萄蒟蒻265gX10包,袋裝果凍Dr.Q,果一組包裝日,C53
826AY002,(外)DR.Q葡萄蒟蒻265gX20包,袋裝果凍Dr.Q,果一組包裝日,C54
826AY002A,(外)DR.Q葡萄蒟蒻(簡體版)265gX20包,袋裝果凍Dr.Q,果一組包裝日,C55
826AY008,(外)DR.Q葡萄蒟蒻190gX10包,袋裝果凍Dr.Q,果一組包裝日,C56
826BV001,(外)DR.Q蜂蜜梅子蒟蒻228gX10包,袋裝果凍Dr.Q,果一組包裝日,C57
926AU002C,(半)DR.Q台酒蒟蒻果醋晶凍-荔枝+水蜜桃456g/包,(半)DR.Q蒟蒻袋裝,果一組包裝日,C58
926AU006A,(半)DR.Q水果蒟蒻果凍禮盒-葡萄265g/包,(半)DR.Q蒟蒻袋裝,果一組包裝日,C59
926AU006B,(半)DR.Q蒟蒻果凍禮盒-荔枝265g/包,(半)DR.Q蒟蒻袋裝,果一組包裝日,C60
926AU006D,(半)DR.Q蒟蒻果凍禮盒-百香果265g/包,(半)DR.Q蒟蒻袋裝,果一組包裝日,C61
926AU031B,(半)Dr.Q零卡蒟蒻-百香果930g/包(以包計),(半)DR.Q蒟蒻袋裝,果一組包裝日,C62
926AU031D,(半)Dr.Q零卡蒟蒻-檸檬愛玉930g/包(以包計),(半)DR.Q蒟蒻袋裝,果一組包裝日,C63
121AU048,哆啦A夢果凍桶-綜合265gX6桶,27g果凍,B2果凍包裝組,C64
126AA005,SNOOPY造型桶草莓蒟蒻265gX6桶,袋裝果凍Dr.Q,B2果凍包裝組,C65
126AA009,史努比造型桶草莓蒟蒻(橘色版)265gX6桶,袋裝果凍Dr.Q,B2果凍包裝組,C66
126AR006,OPEN!造型存錢桶(荔枝蒟蒻)265gX6桶,袋裝果凍Dr.Q,B2果凍包裝組,C67
126AY015,HelloKitty造型桶葡萄蒟蒻265gX6桶,袋裝果凍Dr.Q,B2果凍包裝組,C68
126AY015A,HelloKitty造型桶葡萄蒟蒻(粉紅版)265gX6桶,袋裝果凍Dr.Q,B2果凍包裝組,C69
701AU018,(TKM)哆啦A夢桶果汁果凍-綜合265gX8桶,小果凍,B2果凍包裝組,C70
701AU019,(TKM)哆啦A夢桶果汁果凍-綜合(伊藤版)265gX8桶,小果凍,B2果凍包裝組,C71
701AU020,(TKM)HelloKitty紅色造型桶果汁果凍-綜合265gX8桶,小果凍,B2果凍包裝組,C72
701AU021,(TKM)史努比造型桶果汁果凍-綜合265gX8桶,小果凍,B2果凍包裝組,C73
714AU003,(HELLO KITTY)水果布丁桶396gX6桶,優酪,B2果凍包裝組,C74
814AU052,(外)TRIKO小熊果凍桶-優酪果園綜合(堡勝版)580gX6桶,優酪,B2果凍包裝組,C75
814AU055,(外)TRIKO小熊果凍桶-優酪果園綜合(英文版)580gX6桶,優酪,B2果凍包裝組,C76
814AU060,(外)TRIKO小熊維尼優酪果園布丁桶-綜合580gX6桶,優酪,B2果凍包裝組,C77
814AU060A,(外)TRIKO小熊維尼優酪果園布丁桶-綜合(合式版)580gX6桶,優酪,B2果凍包裝組,C78
814AU081A,(外)TRIKO粉紅小熊果凍桶優酪果園-綜合(英文版)580gX6桶,優酪,B2果凍包裝組,C79
821AU047,(外)哆啦A夢果凍桶-綜合265gX6桶,27g果凍,B2果凍包裝組,C80
821AU048,(外)哆啦A夢果凍桶-綜合(合式版)265gX6桶,27g果凍,B2果凍包裝組,C81
826AU006,"DR.Q果汁果凍-綜合1440gX6桶(60g/小包,韓文Costco版)",袋裝果凍Dr.Q,B2果凍包裝組,C82
109AN027,黑金剛帶殼花生(有價格標)160gX10包,乾果&堅果綜合,B2果凍包裝組,C83
809AN010,(外)黑金剛帶殼花生160gX10包,乾果&堅果綜合,B2果凍包裝組,C84
109AN041,蒜茸落花生160gX10包,乾果&堅果綜合,B2果凍包裝組,C85
109AN045,黑金剛帶殼花生(原味)220gX12包,乾果&堅果綜合,B2果凍包裝組,C86
109AN046,蒜茸落花生190gX12包,乾果&堅果綜合,B2果凍包裝組,C87
113AU019,五福臨門-下酒菜(蔥蒜花生版)770gX4盒,走遍天下,B2果凍包裝組,C88
121AU050,零卡小果凍禮盒-綜合水果風味1500gX6盒,27g果凍,B2果凍包裝組,C89
126AU006A,DR.Q水果蒟蒻果凍禮盒-綜合(2023年版)1060gX6盒,袋裝果凍Dr.Q,B2果凍包裝組,C90
126AU014,DR.Q蒟蒻果凍禮盒-綜合1325gX6盒,袋裝果凍Dr.Q,B2果凍包裝組,C91
126AU031,DR.Q零卡蒟蒻(百香果+檸檬愛玉)風味果凍1860g/盒,袋裝果凍Dr.Q,B2果凍包裝組,C92
127AU014A,霸果實綜合水果鮮果凍禮盒(2024年版)1800gX6盒,大果凍2,B2果凍包裝組,C93
127AU015A,霸果實每日鮮果凍禮盒1800gX4盒,大果凍2,B2果凍包裝組,C94
321CP001,(台酒)寒天果醋晶凍(梅子&金桔檸檬&葡萄)400gX4包,27g果凍,B2果凍包裝組,C95
321CP002,(試吃品)台酒寒天果醋晶凍1026g/包(27gX38杯),27g果凍,B2果凍包裝組,C96
326AU001,台酒果醋口袋晶凍1368gX6盒,袋裝果凍Dr.Q,B2果凍包裝組,C97
103AA009B,草莓夾心酥(2017年版)160gX12包,夾心酥,夾心酥包裝,C98
103AA010A,草莓夾心酥(2017年版)35gX20包,夾心酥,夾心酥包裝,C99
103AA011,多格脆(草莓風味)160gX12包,夾心酥,夾心酥包裝,C100
103AB012A,花生夾心酥175gX10包,夾心酥,夾心酥包裝,C101
103AB013B,花生夾心酥(2017年新版)400gX5包,夾心酥,夾心酥包裝,C102
103AB014B,花生夾心酥(2017年版)160gX12包,夾心酥,夾心酥包裝,C103
103AC003,檸檬夾心酥(2017年版)400gX5包,夾心酥,夾心酥包裝,C104
103AD012B,巧克力夾心酥(2017年版)160gX12包,夾心酥,夾心酥包裝,C105
103AD013A,巧克力夾心酥(2017年版)35gX20包,夾心酥,夾心酥包裝,C106
103AD016B,巧克力夾心酥(2017年新版)400gX5包,夾心酥,夾心酥包裝,C107
103AE012B,香芋夾心酥175gX10包,夾心酥,夾心酥包裝,C108
103AE013B,香芋夾心酥(2017年新版)400gX5包,夾心酥,夾心酥包裝,C109
303AB007A,(家)花生夾心酥(2021年版)400gX8包,夾心酥,夾心酥包裝,C110
303AC009A,(家)檸檬風味夾心酥(2021年版)400gX8包,夾心酥,夾心酥包裝,C111
303AD014A,(家)巧克力夾心酥(2021年版)400gX8包,夾心酥,夾心酥包裝,C112
303AE007A,(家)香芋夾心酥(2021年版)400gX8包,夾心酥,夾心酥包裝,C113
303AF007A,(家)藍莓風味夾心酥(2021年版)400gX8包,夾心酥,夾心酥包裝,C114
803AB003,(外)花生夾心酥400gX5包,夾心酥,夾心酥包裝,C115
803AB012,(外)花生夾心酥175gX10包,夾心酥,夾心酥包裝,C116
803AC002,(外)檸檬夾心酥(2017年版)400gX5包,夾心酥,夾心酥包裝,C117
803AD006,(外)巧克力夾心酥(2017年版)400gX5包,夾心酥,夾心酥包裝,C118
803AE003,(外)香芋夾心酥400gX5包,夾心酥,夾心酥包裝,C119
803AE014,(外)香芋夾心酥175gX10包,夾心酥,夾心酥包裝,C120
108AA005A,極濃草莓巧克酥115gX10包,巧克酥,夾心酥包裝,C121
108AB002A,花生巧克酥115gX10包,巧克酥,夾心酥包裝,C122
108AB003,濃厚花生巧克酥130gX10包,巧克酥,夾心酥包裝,C123
108AD004,黃金黑巧巧克酥120gX10包,巧克酥,夾心酥包裝,C124
108AH024,牛奶巧克酥115gX10包,巧克酥,夾心酥包裝,C125
108AJ032,濃厚雙餡巧克酥-榛果巧克力150gX10盒,巧克酥,夾心酥包裝,C126
108AU038,濃厚雙餡巧克酥-生奶油芋泥150gX10盒,巧克酥,夾心酥包裝,C127
108CZ002,(量)職人系X靜岡抹茶歐蕾巧克酥120gX10包,巧克酥,夾心酥包裝,C128
808AB002,(外)濃厚花生巧克酥130gX10包,巧克酥,夾心酥包裝,C129
808AD005,(外)黃金黑巧巧克酥120gX10包,巧克酥,夾心酥包裝,C130
903AE003,(半)酥餅總匯-香芋夾心酥(3夾2配方),(半)夾心酥半成品,夾心酥包裝,C131
908AD001,(半)巧克力餅坊-巧克力可令酥,(半)巧克酥半成品,夾心酥包裝,C132
908AJ001,(半)糕餅舖禮盒-榛果巧克酥,(半)巧克酥半成品,夾心酥包裝,C133
908AJ003,(半)午茶禮盒-(真好禮)榛果巧克酥,(半)巧克酥半成品,夾心酥包裝,C134
908AU029A,(半)經典三重奏禮桶-濃厚芋頭牛奶巧克酥72g/盒(以盒計),(半)巧克酥半成品,夾心酥包裝,C135
908AU029B,(半)經典三重奏禮桶-濃厚雙味巧克酥(花生+巧克力)72g/盒(以盒計),(半)巧克酥半成品,夾心酥包裝,C136
908AU029C,(半)經典三重奏禮桶-濃厚榛果巧克酥75g/盒(以盒計),(半)巧克酥半成品,夾心酥包裝,C137
908CR001,(半)巧克力餅坊-香草可令酥,(半)巧克酥半成品,夾心酥包裝,C138
918AU065F,(半)春之頌經典餅乾禮盒-花生牛奶雙色巧克酥(以kg計),(半)綜合半成品,夾心酥包裝,C139
918AU068C,(半)極濃草莓巧克酥115g(以包計),(半)綜合半成品,夾心酥包裝,C140
108AU037,濃厚雙餡巧克酥禮盒656gX6盒,巧克酥,夾心酥包裝,C141
908AU037A,(半)濃厚雙餡巧克酥禮盒-花生牛奶巧克酥168g/包(以包計),(半)巧克酥半成品,夾心酥包裝,C142
908AU037B,(半)濃厚雙餡巧克酥禮盒-生奶油芋泥巧克酥168g/包(以包計),(半)巧克酥半成品,夾心酥包裝,C143
910AK001,(半)甘草瓜子 (30kg/包),(半)黑瓜子半成品,黑瓜子生產,C144
910AK007,(半)甘草瓜子(蔗糖素 、30kg/包),(半)黑瓜子半成品,黑瓜子生產,C145
910AK006,(半)甘草瓜子(砂糖 、30kg/包),(半)黑瓜子半成品,黑瓜子生產,C146
910AL001,(半)醬油瓜子 (30kg/包),(半)黑瓜子半成品,黑瓜子生產,C147
910AL004,(半)醬油瓜子(蔗糖素、30kg/包),(半)黑瓜子半成品,黑瓜子生產,C148
911AN009,(半)南瓜子(糖精；20kg/包),(半)南瓜子半成品,綜合瓜子生產,C149
911AN010,(半)無糖精南瓜子(蔗糖素；20kg/包),(半)南瓜子半成品,綜合瓜子生產,C150
911AP009,(半)綠茶南瓜子未拌粉(AK糖；20kg/包),(半)南瓜子半成品,綜合瓜子生產,C151
911AP011,(半)綠茶南瓜子未拌粉(蔗糖素；20kg/包),(半)南瓜子半成品,綜合瓜子生產,C152
912AN007,(半)開心果-自然開(30kg/包),(半)開心果半成品,綜合瓜子生產,C153
912AN041,(半)KING開心果(30kg/包),(半)開心果半成品,綜合瓜子生產,C154
915AN013,(半)香瓜子(糖精；18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C155
915AN014,(半)無糖精香瓜子(蔗糖素；18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C156
915CJ002,(半)焦糖香瓜子(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C157
915BS002,(半)桂圓紅棗香瓜子(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C158
915BG002,(半)豐葵香瓜子-日月潭紅茶(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C159
915AP002,(半)豐葵香瓜子-台灣烏龍茶(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C160
915AN007AA,(半)海鹽香瓜子(未拌粉；18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C161
915CF001,(半)松露香瓜子(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C162
915CJ005,(半)霸豐葵香瓜子-焦糖風味(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C163
915CJ004,(半)霸豐葵阿嬤滷味香瓜子(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C164
915AN016A,(半)霸豐葵海鹽香瓜子(未拌粉；18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C165
915AH001,(半)霸豐葵香瓜子-奶香風味(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C166
911AP008,(半)綠茶南瓜子(AK糖；20kg/包),(半)南瓜子半成品,綜合瓜子生產,C167
911AP010,(半)綠茶南瓜子(蔗糖素；20kg/包),(半)南瓜子半成品,綜合瓜子生產,C168
915AN007A,(半)海鹽香瓜子(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C169
915AN016,(半)霸豐葵海鹽香瓜子(18kg/包),(半)葵瓜子半成品,綜合瓜子生產,C170
915AN012,(半)豐葵香瓜子-全天然原味(20kg/包),(半)葵瓜子半成品,綜合瓜子生產日,C171
909AN008,(半)無調味腰果(20kg/包),(半)乾果半成品,堅果生產,C172
909AN009,(半)無調味杏仁果(20kg/包),(半)乾果半成品,堅果生產,C173
909AN010,(半)無調味夏威夷豆(20kg/包),(半)乾果半成品,堅果生產,C174
909AN011,(半)無調味核桃仁(20kg/包),(半)乾果半成品,堅果生產,C175
909AN012,(半)無調味榛果(20kg/包),(半)乾果半成品,堅果生產,C176
909LB007A,(半)KING無調味腰果(20kg/包),(半)乾果半成品,堅果生產,C177
909LD002,(半)KING無調味夏威夷豆(20kg/包),(半)乾果半成品,堅果生產,C178
909LF025A,(半)無調味夏威夷豆全聯版(20kg/包),(半)乾果半成品,堅果生產,C179
909LF025B,(半)無調味腰果全聯版(20kg/包),(半)乾果半成品,堅果生產,C180
909LF036A,(半)KING無調味杏仁果(20kg/包),(半)乾果半成品,堅果生產,C181
909LF036B,(半)KING無調味核桃(20kg/包),(半)乾果半成品,堅果生產,C182
909LH002,(半)無調味胡桃(20kg/包),(半)乾果半成品,堅果生產,C183
911AN006A,(半)鹽烤南瓜籽仁20kg/包(未調味),(半)南瓜子半成品,堅果生產,C184
909AN002,(半)杏仁果(20kg/包;用調味粉調味),(半)乾果半成品,堅果生產,C185
909CU001,(半)KING杏仁條(20kg/包),(半)乾果半成品,堅果生產,C186
909LA001,(半)香蒜杏仁果(20kg/包:用調味粉調味),(半)乾果半成品,堅果生產,C187
909LA006,(半)楓糖杏仁果(20kg/包),(半)乾果半成品,堅果生產,C188
909LB001,(半)楓糖腰果(20kg/包),(半)乾果半成品,堅果生產,C189
909LB006,(半)調味腰果(20kg/包),(半)乾果半成品,堅果生產,C190
909LB010,(半)KING蜂蜜腰果(20kg/包),(半)乾果半成品,堅果生產,C191
909LF013A,(半)腰果-切達起司(20kg/包),(半)乾果半成品,堅果生產,C192
909LF013B,(半)杏仁果-切達起司(20kg/包),(半)乾果半成品,堅果生產,C193
909LF017AC,(半)蒜香腰果(20kg/包),(半)乾果半成品,堅果生產,C194
909LF017AD,(半)蒜香杏仁果(20kg/包),(半)乾果半成品,堅果生產,C195
909LF022A,(半)楓糖核桃仁(20kg/包),(半)乾果半成品,堅果生產,C196
909LH001,(半)楓糖蜜胡桃(20kg/包),(半)乾果半成品,堅果生產,C197
909LH004,(半)KING楓糖胡桃(20kg/包),(半)乾果半成品,堅果生產,C198
911AN006,(半)鹽烤南瓜籽仁20kg/包(已調味),(半)南瓜子半成品,堅果生產,C199
909AU045,(半)綜合纖果(20kg/包),(半)乾果半成品,堅果生產,C200
909AU046,(半)無調味綜合果(20kg/包),(半)乾果半成品,堅果生產,C201
909AU060,(半)每日堅果(20kg/包),(半)乾果半成品,堅果生產,C202
909AU081,(半)每日養身堅果(20kg/包),(半)乾果半成品,堅果生產,C203
909LD003,(半)KING夏威夷纖果(20kg/包),(半)乾果半成品,堅果生產,C204
909LF017A,(半)起司雙果(20kg/包),(半)乾果半成品,堅果生產,C205
909LF017AB,(半)蒜香雙果(20kg/包),(半)乾果半成品,堅果生產,C206
909LF017B,(半)楓糖雙果(20kg/包),(半)乾果半成品,堅果生產,C207
909LF019,(半)無調味綜合果整合版(20kg/包),(半)乾果半成品,堅果生產,C208
909LF025,(半)無調味綜合果全聯版(20kg/包),(半)乾果半成品,堅果生產,C209
909LF036,(半)KING無調味綜合堅果(20kg/包),(半)乾果半成品,堅果生產,C210
909LF048A,(半)蔓越莓夏豆(20kg/包),(半)乾果半成品,堅果生產,C211
909LF049A,(半)櫻桃腰果(20kg/包),(半)乾果半成品,堅果生產,C212
909LF001,(半)珍味四果(20kg/包),(半)乾果半成品,堅果生產,C213
909LF021,(半)薄鹽養生綜合果(20kg/包),(半)乾果半成品,堅果生產,C214
917AU001,(半)自然果園-綜合(葡萄乾+蔓越莓),(半)糖果半成品,堅果生產,C215
909CU002,(半)KING杏仁小魚(20kg/包),(半)乾果半成品,堅果生產,C216
909CU005,(半)7-11杏仁小魚-鯷(20kg/包),(半)乾果半成品,堅果生產,C217
109AU060,每日堅果禮盒400gX6盒,乾果&堅果綜合,瓜子堅果小包裝,C218
109AU064,每日堅果125gX10包,乾果&堅果綜合,瓜子堅果小包裝,C219
109AU066,每日堅果禮盒700gX6盒,乾果&堅果綜合,瓜子堅果小包裝,C220
109AU068,每日堅果禮盒700g/盒(收縮膜單盒裝),乾果&堅果綜合,瓜子堅果小包裝,C221
109AU081,每日養身堅果125gX10包,乾果&堅果綜合,瓜子堅果小包裝,C222
109LA003,(走吧堅果)蒜香杏仁果266gX12盒,乾果&堅果綜合,瓜子堅果小包裝,C223
109LA003A,(走吧堅果)蒜香杏仁果隨手包38gX100包,乾果&堅果綜合,瓜子堅果小包裝,C224
109LB001,楓糖腰果35gX10包X12組,乾果&堅果綜合,瓜子堅果小包裝,C225
109LB004,(走吧堅果)楓糖腰果224gX12盒,乾果&堅果綜合,瓜子堅果小包裝,C226
109LB004A,(走吧堅果)楓糖腰果隨手包32gX100包,乾果&堅果綜合,瓜子堅果小包裝,C227
109LF001,珍味四果31gX10包X12組,乾果&堅果綜合,瓜子堅果小包裝,C228
109LF008,無調味綜合果禮盒700gX6盒,乾果&堅果綜合,瓜子堅果小包裝,C229
109LF021,薄鹽養生綜合果禮盒700gX6盒,乾果&堅果綜合,瓜子堅果小包裝,C230
109LF043,無調味綜合果禮盒(收縮膜單盒裝)700g/盒,乾果&堅果綜合,瓜子堅果小包裝,C231
109LF044,薄鹽養生綜合果禮盒(收縮膜單盒裝)700g/盒,乾果&堅果綜合,瓜子堅果小包裝,C232
109LF048,KING堅果隨手包-蔓越莓夏豆33gX10包X12組,乾果&堅果綜合,瓜子堅果小包裝,C233
109LF049,KING堅果隨手包-櫻桃腰果35gX10包X12組,乾果&堅果綜合,瓜子堅果小包裝,C234
409LF001A,薄鹽養生綜合果散裝25gX120包/箱,乾果&堅果綜合,瓜子堅果小包裝,C235
409LF002A,每日堅果散裝25gX120包/箱,乾果&堅果綜合,瓜子堅果小包裝,C236
409LF003A,無調味綜合果散裝25gX120包/箱,乾果&堅果綜合,瓜子堅果小包裝,C237
809AU042,(外)每日堅果125gX10包,乾果&堅果綜合,瓜子堅果小包裝,C238
113AN017,蒜片小魚干花生40gX10包X12組,走遍天下,瓜子堅果小包裝,C239
113AN018,(走吧堅果)蒜片小魚乾花生210gX12盒,走遍天下,瓜子堅果小包裝,C240
113AN018A,(走吧堅果)蒜片小魚乾花生隨手包30gX100包,走遍天下,瓜子堅果小包裝,C241
309AU013,(納智捷)脆果集1.5kgX2包,走遍天下,瓜子堅果小包裝,C242
309AU014,(源心)活力堅果25gX200包,走遍天下,瓜子堅果小包裝,C243
317AU001A,(捐血中心)自然果園(葡萄乾+蔓越莓)16.3gX200小包,糖果零嘴,瓜子堅果小包裝,C244
909AN004A,(半)杏仁果(新版;17.4g/小包;用於120g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C245
909AN005,(半)腰果(17.4g/小包;用於120g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C246
909AN006,(半)腰果(17.1g/小包;用於100g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C247
909AN007,(半)杏仁果(17.1g/小包;用於100g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C248
909AN043A,(半)椒麻花生(16.1g/小包;用於80g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C249
909AU019A,(半)真好禮五福臨門堅果瓜子禮盒-黑瓜子(2012年版)100g/包,(半)乾果半成品,瓜子堅果小包裝,C250
909AU019B,(半)真好禮五福臨門堅果瓜子禮盒-南瓜子(2012年版)90g/包,(半)乾果半成品,瓜子堅果小包裝,C251
909AU019C,(半)真好禮五福臨門堅果瓜子禮盒-開心果(2012年版)100g/包,(半)乾果半成品,瓜子堅果小包裝,C252
909AU019D,(半)真好禮五福臨門堅果瓜子禮盒-香瓜子(2012年版)80g/包,(半)乾果半成品,瓜子堅果小包裝,C253
909AU019E,(半)真好禮五福臨門堅果瓜子禮盒-小魚干花生(2012年版)65g/包,(半)乾果半成品,瓜子堅果小包裝,C254
909AU027A,(半)禮讚堅果禮盒-杏仁果90g/包,(半)乾果半成品,瓜子堅果小包裝,C255
909AU027B,(半)禮讚堅果禮盒-腰果90g/包,(半)乾果半成品,瓜子堅果小包裝,C256
909AU027C,(半)禮讚堅果禮盒-開心果90g/包,(半)乾果半成品,瓜子堅果小包裝,C257
909AU027D,(半)禮讚堅果禮盒-杏仁小魚65g/包,(半)乾果半成品,瓜子堅果小包裝,C258
909AU027E,(半)禮讚堅果禮盒-南瓜籽仁90g/包,(半)乾果半成品,瓜子堅果小包裝,C259
909AU052A,(半)無調味堅果禮盒-腰果90g/包,(半)乾果半成品,瓜子堅果小包裝,C260
909AU052AA,(半)無調味堅果禮盒-綜合果(2023年版)90g/包,(半)乾果半成品,瓜子堅果小包裝,C261
909AU052B,(半)無調味堅果禮盒-杏仁果90g/包,(半)乾果半成品,瓜子堅果小包裝,C262
909AU053B,(半)迎春納福綜合堅果禮盒-綜合纖果140g/包,(半)乾果半成品,瓜子堅果小包裝,C263
909AU053BA,(半)迎春納福綜合堅果禮盒(2023年版)-綜合果140g/包,(半)乾果半成品,瓜子堅果小包裝,C264
909CU004,(半)KING杏仁小魚(14.3g/小包;用於71g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C265
909LB008A,(半)KING腰果(17.1g/小包;用於85g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C266
909LD006,(半)KING夏威夷纖果(14.7g/小包;用於73g包裝;kg計),(半)乾果半成品,瓜子堅果小包裝,C267
909LF017AA,(半)活力雙果堅果禮盒(2022)-蒜香雙果85g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C268
909LF017D,(半)活力雙果堅果禮盒-起司雙果85g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C269
909LF017E,(半)活力雙果堅果禮盒-楓糖雙果85g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C270
909LF035A,(半)六合豐悅典藏堅果禮盒-蜜汁腰果70g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C271
909LF035B,(半)六合豐悅典藏堅果禮盒-杏仁果75g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C272
909LF035C,(半)六合豐悅典藏堅果禮盒-楓糖胡桃60g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C273
909LF035D,(半)六合豐悅典藏堅果禮盒-楓糖核桃65g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C274
909LF035E,(半)六合豐悅典藏堅果禮盒-夏威夷豆60g/盒(以盒計),(半)乾果半成品,瓜子堅果小包裝,C275
